Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Frequently,'Human Resources',2,BelowCollege,'Human Resources',Medium,Male,Medium,Professional,'Human Resources',VeryHigh,Single,3886,No,21,Outstanding,VeryHigh,Level1,10,Medium,10,1,0,8
40,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',Low,Male,High,Manager,Manager,Low,Divorced,16823,No,11,Excellent,Low,Level2,22,High,19,7,11,16
26,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',Medium,Female,Medium,AssociateProfessional,'Research Scientist',High,Married,2933,Yes,13,Excellent,High,Level2,1,Medium,1,0,1,0
27,No,Travel_Rarely,Sales,2,College,Medical,Low,Female,VeryHigh,Professional,'Sales Executive',High,Single,6500,No,14,Excellent,Medium,Level1,9,Medium,8,7,0,7
48,No,Travel_Frequently,'Research & Development',22,Bachelor,Medical,VeryHigh,Female,High,Manager,Manager,VeryHigh,Divorced,17174,No,11,Excellent,Medium,Level2,24,High,22,17,4,7
44,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',Medium,Male,VeryHigh,Professional,'Healthcare Representative',Low,Married,5033,No,15,Excellent,VeryHigh,Level2,10,High,2,0,2,2
34,Yes,Non-Travel,'Research & Development',16,Master,'Technical Degree',VeryHigh,Male,Low,AssociateProfessional,'Research Scientist',Low,Married,2307,Yes,23,Outstanding,Medium,Level2,5,High,5,2,3,0
56,Yes,Travel_Rarely,'Research & Development',24,College,'Life Sciences',Low,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2587,No,16,Excellent,VeryHigh,Level1,5,High,4,2,1,0
36,No,Travel_Rarely,Sales,17,College,Marketing,High,Male,Medium,Professional,'Sales Executive',Medium,Married,5507,No,16,Excellent,High,Level3,12,Low,4,2,1,3
41,No,Travel_Rarely,Sales,8,Bachelor,Marketing,High,Female,High,Professional,'Sales Executive',Medium,Married,4393,No,21,Outstanding,High,Level2,14,High,5,4,1,4
42,No,Travel_Rarely,'Research & Development',6,Bachelor,Medical,High,Male,High,AssociateManager,'Research Director',Low,Married,13348,No,13,Excellent,Medium,Level2,18,VeryHigh,13,7,5,7
31,No,Travel_Rarely,Sales,10,College,Medical,High,Female,High,Professional,'Sales Executive',VeryHigh,Divorced,6583,Yes,11,Excellent,VeryHigh,Level2,8,High,5,2,1,4
34,No,Travel_Rarely,Sales,3,BelowCollege,Medical,VeryHigh,Female,Medium,Professional,'Sales Executive',VeryHigh,Married,8103,Yes,12,Excellent,High,Level1,9,Medium,4,2,0,1
31,No,Travel_Rarely,'Research & Development',4,Bachelor,Medical,Low,Female,VeryHigh,AssociateProfessional,'Laboratory Technician',High,Divorced,3978,No,12,Excellent,Medium,Level2,4,Medium,2,2,2,2
26,No,Travel_Frequently,'Research & Development',6,Bachelor,Other,High,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2544,No,18,Excellent,Low,Level2,8,High,7,7,7,7
45,No,Travel_Frequently,'Research & Development',1,Master,Medical,Medium,Male,High,Professional,'Healthcare Representative',High,Single,5399,No,12,Excellent,High,Level1,12,High,4,2,0,3
33,No,Travel_Rarely,Sales,10,Master,Marketing,Medium,Male,High,Professional,'Sales Executive',High,Single,5487,No,14,Excellent,Medium,Level1,10,Medium,10,4,0,9
28,No,Travel_Frequently,Sales,1,College,'Life Sciences',High,Male,Medium,Professional,'Sales Executive',VeryHigh,Married,6834,Yes,12,Excellent,High,Level2,7,High,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,Bachelor,'Technical Degree',High,Male,VeryHigh,AssociateProfessional,'Sales Representative',Low,Single,1091,No,17,Excellent,VeryHigh,Level1,1,High,1,0,0,0
39,No,Non-Travel,Sales,21,Master,'Life Sciences',Low,Female,Low,Professional,'Sales Executive',High,Married,5736,No,19,Excellent,High,Level2,10,High,3,2,1,2
27,No,Travel_Rarely,'Research & Development',2,Master,'Technical Degree',Medium,Male,High,AssociateProfessional,'Research Scientist',Medium,Married,2226,No,11,Excellent,High,Level2,6,Medium,5,3,1,2
34,No,Travel_Frequently,'Research & Development',22,Master,Other,High,Male,Medium,Professional,'Research Scientist',VeryHigh,Married,5747,Yes,15,Excellent,Medium,Level1,16,High,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,College,Marketing,VeryHigh,Female,High,Professional,'Sales Executive',High,Single,9854,Yes,11,Excellent,VeryHigh,Level1,6,High,2,0,2,2
47,No,Non-Travel,'Research & Development',14,Master,'Technical Degree',High,Male,High,Professional,'Research Scientist',Medium,Married,5467,No,18,Excellent,High,Level2,16,VeryHigh,8,7,1,7
56,No,Travel_Rarely,Sales,11,Doctor,Marketing,VeryHigh,Female,Medium,Professional,'Sales Executive',Low,Married,5380,No,16,Excellent,High,Level2,6,High,0,0,0,0
39,No,Travel_Rarely,'Research & Development',9,College,Medical,Low,Male,High,Professional,'Manufacturing Director',Low,Married,5151,No,25,Outstanding,VeryHigh,Level2,10,High,10,0,7,9
38,No,Travel_Frequently,'Research & Development',8,Bachelor,Medical,VeryHigh,Female,Medium,Professional,'Research Scientist',Medium,Divorced,2133,Yes,16,Excellent,High,Level2,20,High,20,11,0,7
58,No,Travel_Rarely,Sales,21,Bachelor,'Life Sciences',VeryHigh,Female,High,Manager,Manager,VeryHigh,Married,17875,Yes,13,Excellent,High,Level2,29,Medium,1,0,0,0
32,Yes,Travel_Frequently,'Research & Development',5,College,'Life Sciences',Low,Female,VeryHigh,AssociateProfessional,'Research Scientist',High,Single,2432,Yes,14,Excellent,Low,Level1,8,High,4,1,0,3
38,No,Travel_Rarely,'Research & Development',9,College,'Life Sciences',Medium,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Divorced,4771,No,19,Excellent,VeryHigh,Level3,10,VeryHigh,5,2,0,3
49,No,Travel_Frequently,'Research & Development',2,BelowCollege,'Life Sciences',Medium,Male,High,Executive,'Research Director',VeryHigh,Married,19161,No,15,Excellent,VeryHigh,Level1,28,High,5,4,4,3
42,No,Travel_Rarely,Sales,12,Master,Marketing,Medium,Male,High,Professional,'Sales Executive',VeryHigh,Divorced,5087,Yes,12,Excellent,High,Level3,14,High,0,0,0,0
27,Yes,Travel_Frequently,'Human Resources',22,Bachelor,'Human Resources',Low,Female,Medium,AssociateProfessional,'Human Resources',Medium,Married,2863,No,12,Excellent,Low,Level1,1,High,1,0,0,0
35,No,Travel_Rarely,Sales,18,Master,Medical,Medium,Male,High,Professional,'Sales Executive',Low,Married,5561,No,16,Excellent,VeryHigh,Level2,6,Low,5,3,0,4
28,No,Non-Travel,'Research & Development',16,Bachelor,Medical,High,Male,High,AssociateProfessional,'Research Scientist',High,Single,2144,No,14,Excellent,High,Level1,5,Medium,5,3,1,4
31,No,Non-Travel,'Research & Development',3,College,Medical,High,Male,High,AssociateProfessional,'Research Scientist',Low,Divorced,3065,Yes,13,Excellent,VeryHigh,Level2,4,VeryHigh,4,2,2,3
36,No,Non-Travel,'Research & Development',9,Master,'Life Sciences',Low,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',Medium,Married,2810,No,22,Outstanding,Medium,Level1,5,High,5,4,0,2
34,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Low,Male,High,AssociateManager,'Sales Executive',VeryHigh,Single,9888,No,21,Outstanding,Low,Level1,14,Medium,14,8,2,1
34,No,Travel_Rarely,Sales,13,Master,Medical,VeryHigh,Male,High,AssociateManager,'Sales Executive',High,Divorced,8628,No,18,Excellent,High,Level2,9,Medium,8,7,1,1
26,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,High,Male,High,AssociateProfessional,'Laboratory Technician',Low,Single,2867,No,13,Excellent,VeryHigh,Level1,8,Medium,7,7,7,6
29,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',Low,Male,High,Professional,'Healthcare Representative',Low,Married,5373,No,12,Excellent,Low,Level2,6,Medium,5,3,0,2
32,No,Non-Travel,'Research & Development',15,Master,Medical,High,Female,High,Professional,'Healthcare Representative',VeryHigh,Divorced,6667,No,18,Excellent,Medium,Level2,9,High,5,1,1,2
31,No,Travel_Frequently,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,Low,Professional,'Research Scientist',Low,Married,5003,No,21,Outstanding,Medium,Level1,10,High,10,8,8,7
28,Yes,Travel_Rarely,'Research & Development',17,Bachelor,'Technical Degree',High,Male,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Divorced,2367,No,12,Excellent,Low,Level2,6,Medium,4,1,0,3
38,No,Travel_Rarely,Sales,1,Bachelor,'Life Sciences',Low,Male,Medium,AssociateProfessional,'Sales Representative',Low,Single,2858,No,14,Excellent,Low,Level1,20,Medium,1,0,0,0
35,No,Travel_Rarely,Sales,7,Master,'Life Sciences',High,Female,High,Professional,'Sales Executive',VeryHigh,Married,5204,Yes,11,Excellent,VeryHigh,Level1,10,High,10,8,0,9
27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,VeryHigh,Male,High,Professional,'Sales Executive',VeryHigh,Single,4105,No,14,Excellent,Low,Level1,7,High,7,7,0,7
32,No,Travel_Rarely,'Research & Development',5,Master,'Life Sciences',VeryHigh,Male,Medium,Professional,'Manufacturing Director',VeryHigh,Single,9679,No,24,Outstanding,Medium,Level1,8,High,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,Master,Marketing,Low,Male,High,Professional,'Sales Executive',VeryHigh,Married,5617,Yes,11,Excellent,High,Level1,10,High,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,Master,'Life Sciences',Low,Male,High,AssociateManager,'Sales Executive',Low,Single,10448,Yes,13,Excellent,Medium,Level1,15,Medium,2,2,2,2
54,No,Travel_Rarely,'Research & Development',9,College,'Life Sciences',Low,Female,High,Professional,'Research Scientist',High,Married,2897,No,11,Excellent,High,Level3,9,Medium,4,3,2,3
33,No,Travel_Frequently,'Research & Development',7,College,'Life Sciences',VeryHigh,Male,High,Professional,'Healthcare Representative',High,Divorced,5968,No,20,Outstanding,High,Level4,9,High,9,7,2,8
43,No,Travel_Rarely,'Research & Development',11,Bachelor,'Life Sciences',Low,Male,High,AssociateManager,'Healthcare Representative',High,Married,7510,No,17,Excellent,Medium,Level2,10,High,10,9,0,9
38,No,Travel_Frequently,'Human Resources',1,Master,Other,VeryHigh,Male,High,AssociateProfessional,'Human Resources',Medium,Married,2991,Yes,11,Excellent,Medium,Level2,7,High,6,2,1,2
55,No,Travel_Rarely,'Human Resources',26,Master,'Human Resources',High,Male,VeryHigh,Executive,Manager,Medium,Married,19636,Yes,18,Excellent,Low,Level2,35,High,10,9,1,4
31,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,VeryHigh,Female,Low,AssociateProfessional,'Laboratory Technician',VeryHigh,Divorced,1129,Yes,11,Excellent,High,Level4,1,High,1,0,0,0
39,No,Travel_Rarely,Sales,15,Master,Marketing,Medium,Male,High,Manager,'Sales Executive',Low,Single,13341,No,12,Excellent,Low,Level1,21,High,20,8,11,10
42,No,Non-Travel,'Research & Development',23,College,'Life Sciences',VeryHigh,Male,Medium,Professional,'Research Scientist',High,Single,4332,No,12,Excellent,VeryHigh,Level1,20,High,20,9,3,7
31,No,Non-Travel,'Research & Development',10,Bachelor,Medical,High,Female,High,AssociateManager,'Research Director',High,Married,11031,No,20,Outstanding,High,Level2,13,VeryHigh,11,7,4,8
54,No,Travel_Rarely,'Research & Development',10,Bachelor,Medical,High,Female,High,Professional,'Manufacturing Director',Low,Single,4440,Yes,19,Excellent,VeryHigh,Level1,9,High,5,2,1,4
24,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',Medium,Male,Medium,Professional,'Healthcare Representative',High,Single,4617,No,12,Excellent,Medium,Level1,4,Medium,4,3,1,2
23,No,Travel_Rarely,'Research & Development',12,College,Other,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2647,No,13,Excellent,High,Level1,5,VeryHigh,5,2,1,4
40,No,Travel_Frequently,'Research & Development',11,Bachelor,'Technical Degree',VeryHigh,Female,High,Professional,'Laboratory Technician',High,Married,6323,No,11,Excellent,Low,Level2,10,VeryHigh,10,9,9,4
40,No,Travel_Rarely,Sales,2,College,Marketing,Medium,Female,High,Professional,'Sales Executive',Medium,Married,5677,No,14,Excellent,High,Level2,15,High,11,8,5,10
25,No,Travel_Rarely,'Human Resources',2,Bachelor,'Human Resources',High,Female,High,AssociateProfessional,'Human Resources',Medium,Married,2187,No,14,Excellent,High,Level1,6,High,2,0,1,2
30,No,Travel_Rarely,'Research & Development',1,College,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',Medium,Married,3748,No,13,Excellent,High,Level1,12,Medium,12,8,1,7
25,No,Travel_Rarely,'Research & Development',2,BelowCollege,Other,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',High,Divorced,3977,Yes,19,Excellent,High,Level2,7,Medium,2,2,0,2
47,No,Travel_Rarely,'Research & Development',25,Bachelor,Medical,Low,Male,High,AssociateManager,'Healthcare Representative',High,Single,8633,No,23,Outstanding,Medium,Level1,25,High,17,14,12,11
33,No,Non-Travel,'Research & Development',1,College,Medical,Medium,Male,Medium,AssociateProfessional,'Laboratory Technician',High,Divorced,2008,No,12,Excellent,High,Level4,1,Medium,1,1,0,0
38,No,Travel_Rarely,Sales,1,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Sales Executive',Medium,Married,4440,No,15,Excellent,Low,Level3,16,High,15,13,5,8
31,No,Travel_Rarely,Sales,2,College,'Life Sciences',Low,Male,High,AssociateProfessional,'Sales Representative',High,Married,3067,No,19,Excellent,High,Level2,3,High,2,2,1,2
38,No,Travel_Frequently,'Research & Development',6,Master,'Life Sciences',Low,Male,Medium,Professional,'Manufacturing Director',High,Married,5321,No,11,Excellent,VeryHigh,Level2,10,High,8,3,7,7
42,No,Travel_Rarely,'Research & Development',18,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Research Scientist',Low,Divorced,5410,Yes,17,Excellent,High,Level2,9,Medium,4,3,1,2
41,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2782,No,22,Outstanding,Low,Level2,12,High,5,3,1,0
47,No,Non-Travel,'Research & Development',1,BelowCollege,Medical,High,Female,High,AssociateManager,'Research Director',Medium,Married,11957,No,18,Excellent,Low,Level3,14,Low,13,8,5,12
35,No,Travel_Rarely,'Research & Development',11,Master,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',High,Married,2660,Yes,11,Excellent,High,Level2,5,High,2,2,2,2
22,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',High,Single,3375,No,12,Excellent,VeryHigh,Level1,4,VeryHigh,3,2,1,2
35,No,Travel_Rarely,'Research & Development',9,Master,Medical,Medium,Male,High,Professional,'Research Scientist',High,Single,5098,No,19,Excellent,Medium,Level1,10,High,10,7,0,8
33,No,Travel_Rarely,'Research & Development',15,College,Medical,Medium,Female,High,Professional,'Healthcare Representative',VeryHigh,Married,4878,Yes,13,Excellent,Low,Level2,10,High,9,7,8,1
32,No,Travel_Rarely,'Research & Development',29,Master,'Life Sciences',High,Female,Medium,AssociateProfessional,'Laboratory Technician',Medium,Single,2837,No,13,Excellent,High,Level1,6,High,6,2,4,1
40,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',Low,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2406,No,19,Excellent,High,Level3,8,Medium,1,0,0,0
32,No,Travel_Rarely,Sales,1,Master,Medical,Medium,Male,Medium,AssociateProfessional,'Sales Representative',Medium,Married,2269,No,14,Excellent,Medium,Level2,3,High,2,2,2,2
39,No,Travel_Rarely,'Research & Development',24,BelowCollege,'Life Sciences',Low,Male,High,Professional,'Research Scientist',VeryHigh,Single,4108,No,13,Excellent,Low,Level1,18,High,7,7,1,7
38,No,Travel_Rarely,'Research & Development',10,Bachelor,Medical,Medium,Female,Low,AssociateManager,'Research Director',High,Married,13206,No,12,Excellent,Low,Level2,20,High,18,16,1,11
32,No,Travel_Rarely,Sales,1,Master,Marketing,High,Female,High,AssociateManager,'Sales Executive',VeryHigh,Married,10422,No,19,Excellent,High,Level3,14,High,14,10,5,7
37,No,Travel_Rarely,'Research & Development',10,Bachelor,'Life Sciences',High,Female,VeryHigh,AssociateManager,'Research Director',VeryHigh,Married,13744,Yes,25,Outstanding,Low,Level2,16,High,16,11,6,8
25,No,Travel_Rarely,Sales,8,College,Other,Low,Female,High,Professional,'Sales Executive',High,Divorced,4907,Yes,22,Outstanding,Medium,Level2,6,Medium,5,3,0,4
52,No,Non-Travel,Sales,29,Master,'Life Sciences',Low,Male,High,AssociateProfessional,'Sales Representative',VeryHigh,Divorced,3482,No,15,Excellent,Medium,Level3,16,Medium,9,8,0,0
44,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,Medium,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,2436,Yes,12,Excellent,High,Level1,6,High,4,3,1,2
21,No,Travel_Rarely,Sales,5,BelowCollege,Medical,High,Male,High,AssociateProfessional,'Sales Representative',Low,Single,2380,Yes,11,Excellent,VeryHigh,Level1,2,High,2,2,1,2
39,No,Non-Travel,'Research & Development',9,Bachelor,'Life Sciences',VeryHigh,Male,High,Executive,Manager,VeryHigh,Single,19431,No,13,Excellent,High,Level1,21,Medium,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,VeryHigh,Male,High,AssociateProfessional,'Sales Representative',Low,Married,1790,No,19,Excellent,Low,Level2,1,Medium,1,0,1,0
36,No,Travel_Rarely,Sales,3,Bachelor,Medical,Low,Female,Medium,AssociateManager,'Sales Executive',VeryHigh,Married,7644,No,19,Excellent,High,Level3,10,High,9,7,3,4
36,No,Travel_Frequently,'Research & Development',4,College,'Life Sciences',VeryHigh,Female,High,Professional,'Manufacturing Director',Medium,Divorced,5131,No,13,Excellent,Medium,Level4,18,High,4,2,0,2
56,No,Non-Travel,'Research & Development',1,Master,'Life Sciences',High,Male,High,Professional,'Healthcare Representative',High,Divorced,6306,No,21,Outstanding,Low,Level2,13,Medium,13,12,1,9
29,Yes,Travel_Rarely,'Research & Development',1,Master,Medical,Low,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,4787,Yes,14,Excellent,Medium,Level4,4,VeryHigh,2,2,2,2
42,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',Low,Male,High,Executive,Manager,High,Married,18880,No,11,Excellent,Low,Level1,24,Medium,22,6,4,14
56,Yes,Travel_Rarely,'Research & Development',7,College,'Technical Degree',VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',High,Married,2339,No,11,Excellent,VeryHigh,Level2,14,Low,10,9,9,8
41,No,Travel_Rarely,'Research & Development',28,Master,'Life Sciences',Low,Female,Medium,Manager,'Manufacturing Director',Medium,Married,13570,No,23,Outstanding,High,Level2,21,High,20,7,0,10
34,No,Travel_Rarely,Sales,28,Bachelor,Marketing,VeryHigh,Female,Medium,Professional,'Sales Executive',High,Married,6712,No,21,Outstanding,VeryHigh,Level3,8,High,8,7,1,7
36,No,Non-Travel,Sales,15,Master,Marketing,VeryHigh,Male,Low,Professional,'Sales Executive',VeryHigh,Divorced,5406,No,24,Outstanding,Low,Level2,15,Medium,15,12,11,11
41,No,Travel_Rarely,Sales,3,Bachelor,'Life Sciences',High,Male,Medium,Professional,'Sales Executive',Medium,Divorced,8938,No,11,Excellent,High,Level2,14,High,5,4,0,4
32,No,Travel_Rarely,'Research & Development',2,Bachelor,'Technical Degree',VeryHigh,Male,High,AssociateProfessional,'Research Scientist',Low,Single,2439,No,14,Excellent,VeryHigh,Level1,4,High,4,2,1,2
35,No,Travel_Rarely,'Human Resources',26,Master,'Life Sciences',High,Female,High,AssociateManager,'Human Resources',VeryHigh,Single,8837,Yes,16,Excellent,High,Level1,9,High,9,0,1,7
38,No,Travel_Rarely,Sales,10,College,'Life Sciences',Low,Female,High,Professional,'Sales Executive',VeryHigh,Married,5343,No,11,Excellent,High,Level2,10,High,10,7,1,9
